"community","hub","hub score","authority","auth score"
"329","109162.0","0.32494644375847304","110113.0","0.04932185726038981"
"330","9906064.0","0.13833433810239515","9711200.0","0.10979222076226919"
"331","9711200.0","0.16702495178884816","9906064.0","0.25365090325409784"
"332","9711200.0","0.27646891747968527","9906064.0","0.2877314349719412"
"333","9510201.0","0.173886450031995","9508034.0","0.09307130205625624"
"334","12024.0","0.11346933198267092","12024.0","0.12833101169524713"
"335","104200.0","0.09033254385182958","105014.0","0.10030131715852811"
"336","9711200.0","0.12055481598011009","9906064.0","0.15692122292780483"
"337","9502137.0","0.8222302911760172","9803017.0","0.2390752057045726"
"338","9905111.0","0.15203243477982642","9905111.0","0.09300296000338398"
"339","9710162.0","0.19442693089274565","9607215.0","0.4619497077974766"
"340","9905111.0","0.1568006711460428","9905111.0","0.10810399128360616"
"341","110113.0","0.15823883465557742","110113.0","0.10198895770060795"
"342","109162.0","0.07346958868963013","109162.0","0.21851051652840559"
"343","12024.0","0.06954023978132072","2245.0","0.7277966719509138"
"344","9905111.0","0.03784067872354563","9905111.0","0.2839614230500871"
"345","9906087.0","0.05490705953924813","9906087.0","0.04456425922435021"
"346","9803135.0","0.03898196513490864","9803131.0","0.27334558888880695"
"347","110146.0","2.251623097246299","204147.0","0.4862566290125688"
"348","9906087.0","0.03231706094715806","9905111.0","0.3511939530636284"
"349","9905111.0","0.15657298075761752","9905111.0","0.10827929500502864"
"350","9905111.0","0.22795065771881437","9905111.0","0.05571131726317649"
"351","109162.0","0.1097228186254585","109162.0","0.16560519296347334"
"352","110113.0","0.17952848189758874","110113.0","0.0975699480720442"
"353","204012.0","0.35010482206366145","205218.0","0.7011141351335722"
"354","9905111.0","0.04181110555965176","9905111.0","0.30134585272964876"
"355","109162.0","0.37723475546553936","201070.0","0.06612278088517012"
"356","9905226.0","0.06002104070616104","9905226.0","0.03474065389165579"
"357","109162.0","0.7684434223843133","201070.0","0.07717209363891536"
"358","9905111.0","0.6244068679932113","9906087.0","0.03437286359955081"
"359","109162.0","0.32456581907456183","110113.0","0.05900621773672779"
"360","9905111.0","0.49405837525563984","9905226.0","0.0286667675763047"
"361","109162.0","0.19413974226414987","109162.0","0.07845945245213444"
"362","9912104.0","0.4840941558298691","9912101.0","0.40816313159966217"
"363","9905111.0","0.22351412092115475","9905111.0","0.0681155309950953"
"364","9711200.0","0.3315988328044612","9906064.0","0.3586726817565073"
"365","109162.0","0.10664324908699377","109162.0","0.1471925561031294"
"366","9612009.0","0.4569243023482535","9612009.0","0.2290711590460625"
"367","9410137.0","0.5592925500669421","9406173.0","0.543189019014089"
"368","211241.0","0.11555239583558069","211170.0","0.15593654972275645"
"369","204146.0","0.09058342601654026","205048.0","0.16528828234849127"
"370","112045.0","0.15652373483799692","112223.0","0.27412540325915435"
"371","9908142.0","0.08951934858224402","9908142.0","0.18700222875869169"
"372","110113.0","0.056345742946676367","109162.0","0.28125609024756126"
"373","9905111.0","0.13389410514967404","9905111.0","0.09851675122703918"
"374","9611050.0","0.23554409939988483","9611050.0","0.030726263488190634"
"375","9905226.0","0.04936336079576815","9905226.0","0.03660538668425362"
"376","110007.0","0.11541016777689432","112218.0","0.10258498355719538"
"377","9711200.0","0.11132600862464312","9906064.0","0.10618388040926557"
"378","9711200.0","0.11862121198857871","9906064.0","0.07236011549460097"
"379","9905111.0","0.24660854637490345","9905111.0","0.04677263054396424"
"380","9711200.0","0.33918279781310584","9906064.0","0.1549178302281464"
"381","9906064.0","0.11141573086199015","9711200.0","0.11651080955133147"
"382","9905111.0","0.22214349867054925","9905111.0","0.055447129831380386"
"383","9906064.0","13.477884756988404","9711200.0","1.8618790632376254"
"384","110113.0","0.1280744460515501","110113.0","0.1125887668978357"
"385","112218.0","0.3062020114665231","110007.0","0.7392669183257009"
"386","9803131.0","0.1385421795219699","9803131.0","0.08605159691841169"
"387","9803135.0","0.0525633582301162","9803131.0","2.2406860466943535"
"388","9803135.0","0.03957898302096283","9803131.0","0.28995434472934645"
"389","109162.0","0.04826954039883301","109162.0","0.21312670482257046"
"390","9502162.0","0.8661403764845454","9505109.0","0.8661403764845454"
"391","9905111.0","0.13627253232132727","9905111.0","0.10816920603044962"
"392","9905111.0","0.04297727384992456","9905111.0","0.26568611048928903"
"393","9906064.0","0.09484584863065047","9711200.0","0.09067339915629266"
"394","9711200.0","0.39085342815026186","9906064.0","0.44004237762703896"
"395","9905226.0","0.033098030984100406","9905226.0","0.09198664168272758"
"396","9905111.0","1.591076193885533","9906087.0","0.03616974211561205"
"397","1038.0","0.9313090837666894","9511055.0","0.9313090837666894"
"398","9402123.0","0.4867741219811475","9704160.0","0.9484598162902196"
"399","203033.0","3.7602467101385404","1039.0","3.7602467101385404"
"400","112218.0","0.15892015386397537","110108.0","0.17921054925502286"
"401","110007.0","0.12905473949949936","112218.0","0.11190660265752364"
"402","110108.0","0.1060958597209008","112218.0","0.10855086124677502"
"403","9604182.0","0.3165579553029201","9701018.0","0.2223774743199806"
"404","9906169.0","0.40505509763852404","9610017.0","0.7546743301246316"
"405","9912054.0","1.5364876243316075","302022.0","1.5364876243316075"
"406","9906064.0","0.1474795247454521","9711200.0","0.634658405883845"
"407","112218.0","0.10319084708920528","110007.0","0.11627947568688933"
"408","9906064.0","0.09261467462209173","9711200.0","0.09796594415431627"
"409","9912018.0","0.08918600671579228","9912018.0","0.07190499200825505"
"410","112248.0","0.06640251749145706","109162.0","0.3127287288086195"
"411","9905111.0","0.3936788005825133","9905226.0","0.027230249417688073"
"412","9905111.0","0.3802469818852848","9905226.0","0.02788259462458566"
"413","9906087.0","0.045580787379273284","9906087.0","0.05272687093155504"
"414","9905111.0","0.053515797886493056","9905111.0","0.23380221632095996"
"415","9905111.0","0.03772213841081015","9905111.0","0.2844080889157999"
"416","9905111.0","0.3818161507797438","9906087.0","0.020828189551332303"
"417","9906064.0","0.3893964435703281","9711200.0","0.2707893381148687"
